hamming_distance,stance_sentiment,body_sentiment,doc_similarity,word_overlap,tfidf_cosine,wmdistance,label
0.005999314364072678,1.0,1.4444444444444444,0.811393995176114,0.013986013986013986,0.9931074005848447,0.6205917336505078,unrelated
0.008956119300651355,1.0,1.0588235294117647,0.7833102996138678,0.046296296296296294,0.5701787457772367,0.8862066924035973,agree
0.00539938292766541,1.0,1.3,0.9086306247414544,0.05185185185185185,0.9824020976402873,0.6416791989752366,unrelated
0.003042509427494001,1.0,1.25,0.7325682613730369,0.025974025974025976,0.974439467701748,1.0751705974426042,unrelated
0.011655810764484058,2.0,1.3714285714285714,0.8186632653553032,0.03018867924528302,0.8406698153578306,0.7558085119873112,disagree
0.009041823791566678,1.0,1.2380952380952381,0.9281387107544746,0.07086614173228346,0.37660299136122566,0.699752097657829,agree
0.01885498800137127,1.0,1.25,0.8814048608006818,0.002347417840375587,0.9861072934536695,0.90070933505901,unrelated
0.0077562564278368185,2.0,1.0833333333333333,0.629431843477113,0.010869565217391304,0.983180117409781,0.8076849603566302,unrelated
0.00844189235515941,2.0,1.2727272727272727,0.8703499733735625,0.009216589861751152,0.7676684181886284,1.0672078661614397,agree
0.006213575591360987,2.0,1.5454545454545454,0.7126651416411754,0.012422360248447204,0.7840802040228307,1.1669544794438544,unrelated
0.010970174837161468,2.0,1.125,0.2843185346167626,0.0,1.0,1.6053782368127512,discuss
0.010327391155296538,1.0,1.1153846153846154,0.8854149999320878,0.05394190871369295,0.6218780234667886,0.7752116744032944,agree
0.004928008227631128,1.0,1.5,0.7613227458745123,0.023809523809523808,0.9874025802555961,0.708745630442318,unrelated
0.011398697291738088,1.0,1.3333333333333333,0.8677045292368039,0.025454545454545455,0.9760565567994296,1.1059570903702063,unrelated
0.007499142955090847,1.0,1.4,0.9122681758841699,0.027624309392265192,0.7951592929919417,1.102452196439428,discuss
0.007627699691463832,1.0,1.9411764705882353,0.917749557256499,0.06091370558375635,0.9348055634389589,0.8447995098498019,unrelated
0.01491258141926637,1.0,1.2333333333333334,0.5098072875793094,0.011627906976744186,0.7813626213487321,1.310720972551709,discuss
0.005142269454919438,1.0,1.1111111111111112,0.8486372432218412,0.04929577464788732,0.7716595725037871,1.2629674716293466,agree
0.008784710318820705,1.0,1.4827586206896552,0.7733324611820311,0.013953488372093023,0.9855146445454945,1.0250813518960071,unrelated
0.0026139869729173808,2.0,1.2,0.5348109635108713,0.028169014084507043,0.9598890846077172,0.9323970928967024,discuss
0.00801336990058279,1.0,1.5789473684210527,0.6585365249525673,0.00980392156862745,0.9958072262425272,0.952978774704153,unrelated
0.013584161810078849,1.0,1.2352941176470589,0.605225998905454,0.025157232704402517,0.8261765757748326,0.7469196841380993,discuss
0.008270483373328762,1.0,1.2857142857142858,0.6527659094422809,0.01507537688442211,0.9898107398010066,0.6767172113491959,unrelated
0.009813164209804593,2.0,1.5,0.9073070881721017,0.0234375,0.9647743061074419,0.7614304975288658,unrelated
0.004456633527596846,1.0,1.6666666666666667,0.8476478203110126,0.06896551724137931,0.8799386154625249,0.8061236674159695,agree
0.006256427836818649,1.0,1.375,0.8048731496945806,0.06451612903225806,0.622384858867488,0.6286804578926205,agree
0.007499142955090847,1.0,1.3076923076923077,0.7679722575074461,0.005747126436781609,0.9858051570151913,1.1097527512563286,unrelated
0.007713404182379157,2.0,1.3529411764705883,0.6212863259214292,0.0,1.0,1.1050522159660545,unrelated
0.011098731573534453,1.0,1.125,0.7910193783981198,0.0038022813688212928,0.9843276014433823,0.910474031886881,unrelated
0.0028711004456633527,2.0,1.8333333333333333,0.8634155085111002,0.08108108108108109,0.6763166300215073,0.8620300240824711,discuss
0.011355845046280426,1.0,1.2173913043478262,0.69816022701784,0.007168458781362007,0.9759643339713681,0.956301273813795,unrelated
0.00972745971888927,1.0,1.2352941176470589,0.6124204131455147,0.02510460251046025,0.8627556815117294,0.6484541155208942,discuss
0.011098731573534453,1.0,1.1578947368421053,0.6320587281243222,0.003676470588235294,0.9975282143724628,2.828604132009236,unrelated
0.009770311964346932,1.0,1.7222222222222223,0.8648054263009828,0.016736401673640166,0.9717060731510001,0.8954953729681124,unrelated
0.009384641755227975,3.0,1.3888888888888888,0.771263520405211,0.017937219730941704,0.9943906984051489,0.695601669105397,unrelated
0.0034710318820706204,1.0,1.0,0.5752986553564187,0.054945054945054944,0.6883733272831397,0.9737351595359284,discuss
0.0054422351731230716,1.0,1.0833333333333333,0.9242425661222715,0.07586206896551724,0.6481407210927681,0.666785621611477,agree
0.0035138841275282823,1.0,0.8,0.7482521773093886,0.03225806451612903,0.994202965546787,0.9111024167389242,unrelated
0.006984916009598903,2.0,1.0,0.8081730559645462,0.005649717514124294,0.9806325526718813,0.8397611369530432,unrelated
0.013284196091875214,1.0,1.2692307692307692,0.4442422370304089,0.0,1.0,0.9949820316934036,unrelated
0.011870071991772368,1.0,1.0,0.7096891930865126,0.01060070671378092,0.9731834966578823,1.1666368311506983,unrelated
0.00497086047308879,1.0,1.0,0.6348190002763484,0.01652892561983471,0.9825333392572411,0.8235067814802698,unrelated
0.002356873500171409,2.0,1.0,0.18883790086871055,0.0,0.9920443981051704,1.4749879096881346,unrelated
0.005656496400411382,2.0,1.1111111111111112,0.9318657583557877,0.03496503496503497,0.948199461013139,0.7874160136301528,unrelated
0.005870757627699692,1.0,1.2222222222222223,0.8264439138937894,0.02027027027027027,0.9844796895664482,0.8043214077829963,unrelated
0.008784710318820705,2.0,1.8823529411764706,0.9144311065837989,0.013452914798206279,0.9202574248428568,0.8097694717905338,unrelated
